specname,classification,spectral_type,forb_visual_comments,halpha_profile_comments,l6300,l6363,l6548,l6584,l6717,l6732,lamost_design_id,_RAJ2000,_DEJ2000,subclass,snru,snrg,snrr,snri,snrz,2MASS,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,AllWISE,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,qph,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,objID_panstarrs,Av,Av_lower,Av_upper,n(J-K),n(K-W2),(J-H)_0,(H-K)_0,(W1-W2)_0,(W2-W3)_0,e_(J-H)_0,e_(H-K)_0,(BP-RP)_0,abs_Vmag,abs_Vmag_u,abs_Vmag_l,e_absV_u,e_absV_l,Name_our,Name_unique,source_id,ra,ra_error,dec,dec_error,parallax_x,parallax_error_x,parallax_over_error,pm,pmra,pmra_error_x,pmdec_x,pmdec_error_x,ruwe,duplicated_source,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,(B-V)_0,
spec-56964-GAC085N17B2_sp05-098.fits.gz,A[e],A1V,yes- oi,Single Peak; peak below continuum,no,no,no,no,no,no,LAMOST J054022.39+160520.0,85.093313,16.088893,A2V,9.08,56.01,69.38,69.2,39.15,05402241+1605200,14.262,14.063,13.993,0.036,0.041,0.057,AAA,222,0,J054022.38+160520.0,13.817,13.788,12.252,8.455,0.026,0.04,,,AAUU,0.437,0.08,15.018,0.055,15.455,0.057,1.27300850933577E+017,1.04135198693275,1.04135198693275,1.04135198693275,-2.41863240833491,-2.64198597409079,0.082368577463534,0.014808344692563,0.029,1.536,0.054561891462815,0.070213958726168,0.106891420142318,-0.404642809959337,0.021717510815408,-0.872784042367935,0.426360320774744,0.468141232408598,LEMC 1202,LEMC 1202,3.39598762685227E+018,85.09338862727,0.026,16.08889849418,0.0197,0.0971,0.0283,3.4288,0.492,0.328,0.033,-0.367,0.02,0.977,false,15.153993,15.390881,14.755348,1.191,0.635532,0.002784,0.003242,0.004034,6449.0864,5498.006,8032.931,5762.74,4947.195,6528.102,0.101080004215242,
spec-57090-GAC090N18B1_sp04-049.fits.gz,A[e],A1V,yes- oi,Symmetric Double Peak; peak below continuum,yes,maybe,no,no,no,no,LAMOST J060044.16+192131.4,90.184029,19.358725,A2V,7.89,55.13,112.94,154.58,126.49,06004416+1921314,13.401,13.066,12.866,0.025,0.033,0.026,AAA,222,0,J060044.16+192131.3,12.718,12.688,12.24,8.863,0.025,0.026,,,AAUU,0.917,0,15.737,0,16.654,0,1.31230901840381E+017,0.211371168985963,0.152122705811262,0.292939161226153,-1.739582726819,-2.59501082814684,0.311326429073573,0.188797328043743,0.030000000000001,0.447999999999999,0.041400483088969,0.0420119030752,0.84999533943145,6.85605695092833,7.20673966533016,6.43942254311531,0.350682714401833,0.416634407813017,LEMC 1217,LEMC 1217,3.37469166717141E+018,90.18402847334,0.3682,19.35873946706,0.3184,1.2179,0.4301,2.8313,3.382,1.131,0.47,3.187,0.352,11.566,false,15.39104,15.965416,14.506685,1.378,1.458731,0.005991,0.005483,0.004106,1145.4858,812.47424,1688.325,1110.4082,656.4556,1648.1888,0.848815751940012,
spec-56647-GAC085N22V1_sp03-170.fits.gz,A[e],A1V,yes- nii,Asymmetric Double Peak; peak below continuum,no,no,no,no,no,no,LAMOST J053807.35+224615.0,84.530648,22.770841,A2V,10.77,53.48,94.18,164.2,152.42,05380735+2246150,11.641,11.1,10.899,0.024,0.022,0.018,AAA,222,0,J053807.35+224614.9,10.811,10.811,10.922,8.905,0.023,0.021,0.143,0.54,AABC,0.877,0.107,13.835,0.09,14.713,0.058,1.35320845306386E+017,1.51749464445114,1.50722003266811,1.58301708011627,-1.77663822484428,-2.83012884611416,0.371040599821471,0.120572783844088,0,-0.111000000000001,0.0325576411922,0.028425340807104,0.395954197708989,1.42688310634096,1.5222962695261,1.32725890715812,0.095413163185141,0.099624199182838,LEMC 1244,LEMC 1244,3.40421946425184E+018,84.53064253718,0.0146,22.77083619939,0.0109,0.6213,0.0167,37.2064,3.937,-1.854,0.019,-3.473,0.011,1.047,false,13.485698,14.036136,12.754777,1.262,1.281359,0.00291,0.00342,0.004899,1495.9155,1462.9397,1534.5729,1497.7953,1461.3145,1532.955,0.387485598564148,
spec-57703-GAC100N07B1_sp05-159.fits.gz,A[e],A1V," yes- nii, sii",Single Peak; peak above continuum,no,no,no,yes,yes,yes,LAMOST J064217.16+064300.8,100.57153,6.716914,A1V,10.22,52.07,46.75,47.43,26.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 1264,LEMC 1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57787-GAC103N06B1_sp05-148.fits.gz,A[e],A1V," yes- nii, sii, oi",Single Peak; peak below continuum,maybe,no,no,maybe,maybe,maybe,LAMOST J065545.09+053430.8,103.93788,5.575229,A1V,15.35,51.46,44.26,42.2,25.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 1279,LEMC 1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57032-GAC079N41B2_sp13-100.fits.gz,A[e],A1V,yes- oi,Single Peak; peak below continuum,maybe,no,no,no,no,no,LAMOST J052836.24+410848.3,82.151019,41.146772,A2V,6.08,51.04,83.44,114.83,93.99,05283623+4108483,13.107,12.599,12.404,,0.036,0.03,UAA,622,0,J052836.24+410848.5,12.17,12.149,11.683,8.821,0.023,0.023,0.221,,AABU,0.725,0.056,14.894,0.046,15.619,0.032,1.57370821510047E+017,1.80866390852928,1.80866390852928,1.80866390852928,-1.92529584757756,-2.65495069086776,0.305429642244721,0.099140812847947,0.020999999999999,0.466000000000001,,0.04686149805544,0.151653540996218,-1.26374206999501,-0.760458563199479,-1.82050685393327,0.503283506795531,0.556764783938263,LEMC 1293,LEMC 1293,1.94503886131273E+017,82.15102593253,0.027,41.14675268572,0.0204,0.1434,0.0299,4.7925,0.858,0.801,0.036,-0.307,0.024,0.967,false,14.649649,15.08821,14.010778,1.242,1.077432,0.002957,0.00425,0.005923,5415.428,4758.0483,6312.6504,5322.8613,4935.9165,5872.312,0.141560029506684,
spec-57425-GAC067N44B3_sp12-064.fits.gz,A[e],A1V,yes- oi,Single Peak; peak above continuum,yes,no,no,no,no,no,LAMOST J043628.75+462320.8,69.119797,46.389114,A2V,5.22,51.01,96.28,146.06,114.81,04362875+4623208,12.747,12.386,12.23,0.026,0.029,0.03,AAA,222,0,J043628.73+462321.0,12.127,12.08,11.938,8.504,0.032,0.031,0.393,,AACU,1.15,0.122,15.322,0.043,16.472,0.115,1.63660691198008E+017,2.95963179092407,2.41155198693275,2.95963179092407,-2.56542190889292,-2.89339620811122,0.029521239416505,-0.000860484918977,0.047000000000001,0.142000000000001,0.038948684188301,0.04172529209005,0.21179672227707,-0.054623887424274,0.23725317686696,-0.386519144996422,0.291877064291235,0.331895257572148,LEMC 1296,LEMC 1296,2.54201285846739E+017,69.11980166517,0.023,46.38910741745,0.0133,0.3326,0.0312,10.6699,2.138,-0.217,0.031,-2.127,0.02,1.069,false,14.855578,15.592793,13.989911,1.302,1.602881,0.002768,0.003739,0.003965,2744.0012,2515.9119,3000.9583,2585.406,2406.288,2775.7737,0.195280067443848,
spec-57745-GAC089S00B1_sp15-107.fits.gz,A[e],A1V," yes- nii, sii; bad spectra",Single Peak; peak below continuum,maybe,no,no,maybe,maybe,no,LAMOST J055807.66-001349.8,89.531944,-0.230513,A1IV,4.17,46.52,94.18,126.62,76.58,05580766-0013499,13.847,13.642,13.633,0.032,0.027,0.044,AAA,222,0,J055807.66-001349.8,13.497,13.508,12.301,8.547,0.026,0.035,,,AAUU,0.644,0.085,15.228,0.038,15.872,0.076,1.07720895319494E+017,1.01394801306725,1.01394801306725,1.01394801306725,-2.50138320360242,-2.73668298806735,0.091437822536468,-0.044739244692562,-0.010999999999999,1.207,0.041868842830917,0.051623637996561,0.322578479857682,2.74044738760993,2.94154858106351,2.52027740942471,0.201101193453576,0.220169978185227,LEMC 1400,LEMC 1400,3.21854170585258E+018,89.531933913,0.0219,-0.23051609802,0.0206,0.4771,0.0265,17.9835,3.868,-2.783,0.027,2.686,0.024,1.059,false,15.065805,15.408946,14.540849,1.211,0.868097,0.002771,0.003449,0.004437,1920.6405,1823.8922,2018.5404,1927.606,1835.5869,2030.2148,0.316919995784758,
spec-55984-GAC_099N04_V4_sp14-139.fits.gz,A[e],A1V," yes- nii, sii",Single Peak; peak above continuum,no,no,maybe,yes,yes,maybe,LAMOST J063231.16+053014.6,98.129853,5.504077,A1IV,5.01,43.59,57.84,94.51,72.75,06323116+0530146,12.046,11.912,11.878,0.027,0.023,0.026,AAA,222,0,J063231.15+053014.6,11.85,11.877,11.064,7.584,0.024,0.025,,,AAUU,,,,,,,1.14600981298675E+017,0.904331954264641,0.885649958407879,0.904331954264641,-2.54547740422731,-2.87700605800131,0.032714821122359,-0.013929593576025,-0.027000000000001,0.813000000000001,0.035468295701936,0.03471310991542,,,,,,,LEMC 1477,LEMC 1477,3.13179065074149E+018,98.1298486291,0.0315,5.50406762853,0.0303,0.8624,0.0385,22.4095,2.602,1.983,0.04,-1.684,0.034,2.179,false,12.630778,12.778113,12.371532,1.168,0.406581,0.002775,0.00293,0.003818,1121.9103,1078.1296,1167.2798,1120.7454,1065.5426,1177.4668,,
spec-56936-HD202734N382625B01_sp10-239.fits.gz,A[e],A1V," yes- nii, sii",Single Peak; peak above continuum,maybe,no,no,no,maybe,maybe,LAMOST J201941.75+380918.7,304.923964,38.155209,A2IV,14.72,43.57,31.64,15.73,13.89,20194174+3809187,13.16,12.996,12.881,0.025,0.024,0.032,AAA,222,0,J201941.74+380918.6,12.76,12.906,11.825,8.795,0.037,0.049,,,AAUU,,,,,,,1.53783049239577E+017,1.53030691530705,1.51192799787521,1.54939456746578,-2.54379146946893,-2.96884344483293,-0.007394374514388,0.033893733488727,-0.145999999999999,1.081,0.034655446902327,0.04,,,,,,,LEMC 1479,LEMC 1479,2.06106055658914E+018,304.92394141492,0.0121,38.15517101701,0.0146,0.5559,0.0156,35.5971,6.97,-3.774,0.016,-5.86,0.018,0.937,false,14.399826,14.760395,13.861756,1.211,0.898639,0.002762,0.002972,0.003864,1714.3468,1677.7103,1765.917,1715.782,1670.5146,1765.3579,,
spec-57745-GAC089S00B1_sp04-041.fits.gz,A[e],A1V," yes- nii, sii",Single Peak; peak above continuum,no,no,no,yes,yes,yes,LAMOST J055734.86-004009.0,89.395275,-0.669186,A1V,7.07,43.17,50.24,56.93,32.1,05573487-0040090,13.621,13.461,13.276,0.03,0.029,0.043,AAA,222,0,J055734.86-004009.0,13.142,13.111,12.561,8.473,0.025,0.027,0.504,,AACU,,,,,,,1.07190893952957E+017,1.12356399019957,1.12356399019957,1.12356399019957,-2.317132316584,-2.69855918324834,0.034160833097648,0.125451108519421,0.031000000000002,0.549999999999999,0.04172529209005,0.05186520991956,,,,,,,LEMC 1497,LEMC 1497,3.02636761614425E+018,89.39530542213,0.0269,-0.66918743812,0.0236,0.3899,0.0287,13.573,1.582,0.653,0.036,1.441,0.032,1.1,false,14.864422,15.232263,14.31559,1.215,0.916673,0.002787,0.003656,0.003936,2317.0342,2165.2397,2463.0977,2259.7922,2144.7778,2420.518,,
spec-56943-GAC079N41B1_sp16-230.fits.gz,A[e],A1V,yes- oi,Single Peak; peak below continuum,maybe,no,no,no,no,no,LAMOST J051353.25+431142.9,78.471881,43.195255,A2V,9.44,41.58,38.65,19.97,22.01,05135325+4311428,13.151,13.03,12.916,0.026,0.033,0.029,AAA,222,0,J051353.24+431142.8,12.841,12.869,11.873,8.519,0.024,0.026,,,AAUU,0.636,0.258,14.252,0.071,14.888,0.248,1.59830784718755E+017,1.04135198693275,1.02535735177994,1.05205038582087,-2.47469507342851,-2.83421793991482,0.004368577463532,0.058808344692565,-0.028000000000002,0.996000000000002,0.0420119030752,0.043931765272978,0.305891420142318,1.35528394297577,1.53360553124648,1.16184848306264,0.178321588270709,0.193435459913136,LEMC 1561,LEMC 1561,2.07523031516646E+017,78.4718706804,0.0197,43.19524299185,0.0123,0.3813,0.021,18.1327,1.297,0.126,0.024,-1.29,0.018,1.057,false,14.110637,14.359547,13.697365,1.193,0.662182,0.002779,0.00305,0.00388,2378.4548,2266.3657,2489.594,2353.9685,2257.8647,2493.221,0.300080004215242,
spec-57314-HD205341N360748V01_sp07-242.fits.gz,A[e],A1V,yes- oi,Single Peak; peak below continuum,yes,no,no,no,maybe,no,LAMOST J205848.46+341307.4,314.701946,34.218729,A2IV,6.99,39.71,51.4,64.74,43.27,20584846+3413074,13.062,12.81,12.653,0.027,0.021,0.021,AAA,222,0,J205848.46+341307.4,12.585,12.603,12.509,9.248,0.023,0.024,0.44,,AACU,0.149,0.134,13.85,0.021,13.999,0.132,1.49063147019463E+017,0.438463990199566,0.438463990199566,0.438463990199566,-2.0131321540044,-2.77258411806275,0.202892033097649,0.133761408519425,-0.017999999999999,0.094,0.034205262752974,0.029698484809835,0.010006915106738,1.14349043403822,1.26481377764537,1.01532920740079,0.12132334360715,0.128161226637436,LEMC 1604,LEMC 1604,1.86651015597981E+018,314.70193755314,0.0083,34.21871413168,0.0102,0.3122,0.0133,23.5539,4.568,-3.554,0.011,-2.869,0.013,1.04,false,13.752155,13.920081,13.453619,1.175,0.466462,0.002807,0.003006,0.004184,2914.7205,2814.2139,3054.9458,2885.5579,2773.0808,3000.4631,0.00756000316143,
spec-56249-GAC079N24B1_sp15-235.fits.gz,A[e],A1V,yes- nii,Single Peak; peak below continuum,no,no,no,no,no,no,LAMOST J051546.64+244308.0,78.944352,24.718904,A1V,6.79,39.03,58.83,76.46,51.84,05154663+2443080,13.275,13.043,13.008,0.022,0.023,0.027,AAA,222,0,J051546.64+244308.0,12.872,12.826,11.789,8.242,0.025,0.028,,,AAUU,0.561,0.062,14.712,0.042,15.273,0.046,1.37660789443303E+017,1.50722003266811,1.50722003266811,1.50722003266811,-2.55689012464759,-2.71477481358397,0.063191356341173,-0.04488266173141,0.046000000000001,1.037,0.031827660925679,0.035468295701936,0.083211249644209,0.890420018079217,1.07956809670457,0.68471432627007,0.189148078625349,0.205705691809147,LEMC 1627,LEMC 1627,3.41748318225454E+018,78.94434878775,0.0223,24.71889744935,0.0139,0.3001,0.0236,12.7245,1.476,0.996,0.031,-1.089,0.019,0.933,false,14.496325,14.867172,13.938216,1.219,0.928956,0.002768,0.003002,0.003928,2889.5776,2735.6738,3063.7803,2882.6858,2703.3152,3052.774,0.0747999894619,
spec-57786-GAC097N05B1_sp12-067.fits.gz,A[e],A1V," yes- nii, sii",Single Peak; peak above continuum,yes,no,yes,yes,yes,yes,LAMOST J063403.25+073055.8,98.513582,7.515526,A1V,7.27,36.55,36.93,49.69,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 1699,LEMC 1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57686-GAC088N08B1_sp04-019.fits.gz,A[e],A1V,yes,Single Peak; peak below continuum,maybe,no,no,no,no,no,LAMOST J055247.86+081821.5,88.199456,8.305998,A2IV,6.24,36.26,46.03,51.57,30.97,05524786+0818214,13.53,13.13,12.894,0.028,0.027,0.036,AAA,222,0,J055247.87+081821.5,12.801,12.767,12.45,8.754,0.025,0.027,,,AAUU,,,,,,,1.17960881994528E+017,1.9456839411974,1.91827996733189,1.9456839411974,-2.07546637332415,-2.82386106679,0.18208339858589,0.132878751116538,0.033999999999997,0.317000000000002,0.038897300677554,0.045,,,,,,,LEMC 1708,LEMC 1708,3.33509924988626E+018,88.19946155137,0.0288,8.3060003344,0.0253,0.5389,0.035,15.3786,1.657,0.442,0.04,-1.597,0.029,0.938,false,15.289056,15.864296,14.540289,1.266,1.324007,0.002788,0.004575,0.004053,1735.1542,1643.7667,1849.5135,1692.6747,1615.3796,1790.5668,,
spec-57071-GAC084N35M1_sp05-069.fits.gz,A[e],A1V,yes- oi,Single Peak; peak below continuum,maybe,no,no,no,no,no,LAMOST J053544.89+345737.1,83.937066,34.96031,A5V,4.04,36.02,64.76,75.4,48.54,05354489+3457371,14.875,14.588,14.404,0.036,0.049,0.065,AAA,222,0,,,,,,,,,,,,,,,,,1.49950839370473E+017,1.91827996733189,1.78714754545689,2.6307839411974,-2.33959637918862,,0.072152643658829,0.082331161731407,,,0.060802960454241,0.081400245699875,,,,,,,LEMC 1716,LEMC 1716,3.44970838629913E+018,83.93705195541,0.0522,34.96032945546,0.0416,0.2239,0.0603,3.7113,1.912,0.441,0.066,-1.86,0.053,1.071,false,16.291174,16.77086,15.651024,1.225,1.119837,0.002821,0.006524,0.00585,4344.0264,3466.892,6123.2886,3270.7073,2815.0964,3946.6565,,
spec-57787-GAC103N06B1_sp05-130.fits.gz,A[e],A1V,yes- oi,Single Peak; peak below continuum,yes,yes,maybe,no,maybe,no,LAMOST J065523.73+053748.7,103.8489,5.630204,A1V,7.83,35.35,27.99,26.55,13.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 1738,LEMC 1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57416-GAC100N13B1_sp10-210.fits.gz,A[e],A1V," yes- nii, sii, oi",Single Peak; peak below continuum,maybe,no,no,yes,maybe,maybe,LAMOST J063718.01+123716.5,99.32507,12.621262,A1V,6.51,32.98,38.94,44.87,27.73,06371802+1237166,15.105,15.014,14.933,0.039,0.059,0.099,AAA,222,0,J063718.02+123716.4,14.823,14.723,11.393,8.58,0.037,0.095,,,AAUU,,,,,,,1.23140993250946E+017,1.28798799673319,0.884538017487526,1.34279594446421,-2.65002525530045,-2.6596233501204,-0.053254655634118,0.012736636173142,0.100000000000001,3.33,0.070724818840348,0.115247559627091,,,,,,,LEMC 1814,LEMC 1814,3.35231629631114E+018,99.32508451356,0.0432,12.62127231677,0.0429,0.1736,0.0487,3.5671,0.408,-0.156,0.052,-0.377,0.047,1.091,false,15.842112,16.03409,15.519611,1.174,0.514479,0.002849,0.004533,0.00467,5019.265,4090.7117,6412.0894,4406.4873,3800.4648,5120.0825,,
spec-57786-GAC097N05B1_sp15-036.fits.gz,A[e],A1V," yes- nii, sii",Single Peak; peak above continuum,maybe,yes,maybe,yes,yes,yes,LAMOST J063113.47+071000.7,97.806152,7.166862,A1V,7.15,32.78,28.49,28.7,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 1824,LEMC 1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57393-GAC094N12M2_sp14-139.fits.gz,A[e],A1V," yes-nii, sii",Single Peak; peak above continuum,no,no,no,yes,maybe,maybe,LAMOST J060959.41+130751.5,92.497579,13.130977,A1V,5.39,31.4,48.59,70.16,50.1,06095942+1307516,14.752,14.431,14.408,0.027,0.051,0.067,AAA,222,0,J060959.41+130751.8,14.35,14.395,11.988,8.786,0.068,0.084,,,AAUU,,,,,,,1.23750924975998E+017,1.39760397386551,1.36718187464476,1.55553992967606,-2.39816938978679,-2.90984749403743,0.164468354927064,-0.051073010614872,-0.045,2.407,0.057706152185014,0.084202137740084,,,,,,,LEMC 1889,LEMC 1889,3.3442461515416E+018,92.49760779931,0.042,13.13097650477,0.0355,0.2993,0.0457,6.555,0.782,-0.574,0.054,-0.531,0.041,0.923,false,16.043211,16.416311,15.492929,1.213,0.923382,0.002813,0.003835,0.005159,2963.556,2611.1582,3390.5828,2955.9133,2651.3406,3299.64,,
spec-57043-GAC082N33B1_sp14-107.fits.gz,A[e],A1V,yes- sii,Single Peak; peak below continuum,yes,no,no,no,maybe,no,LAMOST J051804.63+343716.9,79.519333,34.621373,A1IV,3.05,28.94,49.53,70.95,50.93,05180463+3437169,14.28,14.054,13.94,0.033,,,AUU,266,0,J051804.63+343716.5,13.79,13.799,12.087,8.754,0.031,0.039,,,AAUU,,,,,,,1.49540795193206E+017,1.75901049911976,1.72645198693275,1.94988473393917,-2.50946286944065,-2.78887419737258,0.028990824098586,0.020772443546654,-0.009000000000002,1.712,,,,,,,,,LEMC 1973,LEMC 1973,1.8209424814312E+017,79.51932101671,0.0346,34.62137607331,0.0242,0.2759,0.0402,6.8687,2.16,0.001,0.044,-2.16,0.029,0.952,false,15.663855,16.054588,15.084374,1.224,0.970214,0.002789,0.005259,0.004192,3232.3044,2813.618,3666.8044,2980.0916,2650.2793,3340.5566,,
spec-57798-HD042432N505042V02_sp14-114.fits.gz,A[e],A1V,yes- oi,Single Peak; peak below continuum,maybe,no,no,no,no,no,LAMOST J040938.20+512923.5,62.409174,51.489872,A1V,3.13,28.72,48.56,66.74,54.74,04093819+5129236,12.423,12.203,12.072,0.024,0.029,0.024,AAA,222,0,J040938.20+512923.6,11.945,11.939,12.183,8.979,0.023,0.022,0.378,,AACU,0.778,0.033,14.147,0.027,14.925,0.018,1.69780624091819E+017,2.94590464954376,1.9730879150629,3.31588377785683,-2.83516293455518,-2.91275916155931,-0.1099413207489,-0.025132946425821,0.006,-0.244,0.037643060449438,0.037643060449438,-0.155851773905372,-1.01635016280459,-0.863537989198431,-1.18007652389695,0.152812173606163,0.163726361092355,LEMC 1980,LEMC 1980,2.74726281721771E+017,62.40916173535,0.0137,51.48987048511,0.0082,0.3353,0.0181,18.4874,0.332,-0.253,0.019,-0.215,0.015,1.157,false,13.918017,14.375746,13.275923,1.236,1.099823,0.002758,0.002855,0.003799,2702.7607,2576.6658,2824.9888,2638.4553,2521.3494,2768.122,-0.172291822433471,
spec-57026-HD051312N495139V01_sp11-171.fits.gz,A[e],A1V,yes- oi,Single Peak; peak above continuum,maybe,no,no,no,no,no,LAMOST J050924.57+520007.1,77.352406,52.001977,A3IV,6.22,28.51,27.88,12.63,13.99,05092456+5200069,11.185,10.178,9.187,0.024,0.029,0.023,AAA,222,0,J050924.57+520007.1,7.939,7.199,5.212,3.752,0.027,0.02,0.015,0.025,AAAA,0.564,0.365,13.06,0.258,13.624,0.259,1.70400773523873E+017,0.959139983665943,0.959139983665943,0.959139983665943,0.456135455618804,-0.464777850811224,0.899576321829416,0.940165580865703,0.74,1.987,0.037643060449438,0.037013511046644,0.259952625177896,0.531704424109502,0.645899237624765,0.411445657603665,0.114194813515263,0.120258766505836,LEMC 1986,LEMC 1986,2.65761306283139E+017,77.35240697557,0.0159,52.00195715992,0.0111,0.5281,0.0185,28.5025,3.708,-0.628,0.022,-3.655,0.017,1.307,false,13.358351,13.534,12.617049,1.45,0.916951,0.027046,0.048847,0.048305,1762.7006,1712.169,1809.4526,1776.804,1718.8295,1838.095,0.254600005269051,
spec-57401-GAC098N14M2_sp14-092.fits.gz,A[e],A1V,yes- sii,Single Peak; peak below continuum,no,no,no,no,no,no,LAMOST J062827.15+145525.2,97.113148,14.923669,A2IV,4.2,27.73,39.48,50.72,33.14,06282715+1455252,15.375,15.226,14.956,0.058,0.094,0.126,AAB,222,0,J062827.19+145525.2,14.929,14.913,12.441,8.932,0.04,0.097,,,AAUU,0.72,0.194,16.454,0.166,17.175,0.101,1.25900971131499E+017,0.876927980399132,0.602887996733189,0.986543957531452,-2.12366421365237,-2.82327079456945,0.050784066195298,0.223522817038846,0.016,2.472,0.110453610171873,0.157200508905029,0.442013830213475,2.98272130631847,3.45954737781881,2.41051085644884,0.476826071500343,0.572210449869626,LEMC 2016,LEMC 2016,3.35675890310298E+018,97.11314078194,0.0517,14.92365860578,0.0479,0.2178,0.0614,3.5451,1.016,-0.142,0.061,-1.006,0.049,0.974,false,16.532383,16.843847,16.044346,1.204,0.799501,0.002852,0.008389,0.005295,4339.0737,3512.7239,5400.2695,3870.2083,3460.0203,4460.3726,0.437120006322861,
spec-56984-HD230130N570619B01_sp14-108.fits.gz,A[e],A1V," yes- nii, sii",Single Peak; peak above continuum,yes,maybe,maybe,yes,yes,maybe,LAMOST J224637.11+574550.7,341.654626,57.764106,A2IV,2.66,27.36,35.32,46.46,29.09,22463711+5745507,13.319,13.235,13.121,0.023,0.027,0.028,AAA,222,0,J224637.10+574550.7,13.181,13.333,11.687,9.079,0.024,0.026,,,AAUU,,,,,,,1.77313416546458E+017,0.953529806828499,0.934198695552349,0.973645361185074,-2.51026274709521,-3.14088590726469,-0.022795338364791,0.06346292023809,-0.152000000000001,1.646,0.035468295701936,0.038897300677554,,,,,,,LEMC 2031,LEMC 2031,2.00735996632002E+018,341.65461431088,0.012,57.76410694153,0.0121,0.4306,0.0152,28.315,2.278,-1.571,0.017,-1.649,0.015,0.968,false,14.024777,14.208816,13.711179,1.174,0.497637,0.00279,0.002948,0.003862,2199.4011,2130.7283,2255.98,2172.6433,2112.0344,2238.701,,
spec-56994-GAC097N20B2_sp04-174.fits.gz,A[e],A1V,yes- oi,Symmetric Double Peak; peak below continuum,yes,no,no,no,no,no,LAMOST J062656.99+201202.2,96.737483,20.200627,A2IV,4.76,27,38.63,43.16,29.72,06265699+2012023,14.342,14.181,14.101,0.035,0.06,0.06,AAA,222,0,J062656.98+201202.1,14.004,14.042,12.444,9.089,0.03,0.047,,,AAUU,,,,,,,1.32240967374771E+017,1.01394801306725,0.933593355405331,1.06641292201281,-2.45686285191044,-2.81698241682929,0.047437822536469,0.026260755307436,-0.037999999999999,1.598,0.069462219947249,0.084852813742386,,,,,,,LEMC 2057,LEMC 2057,3.37259019121464E+018,96.7374973306,0.0337,20.20062106448,0.0298,0.2938,0.0362,8.1211,0.711,0.692,0.041,-0.167,0.031,1.019,false,15.428192,15.728355,14.955606,1.201,0.77275,0.002791,0.003662,0.00416,2944.556,2660.5164,3267.0322,2842.1978,2616.1594,3174.9326,,
spec-56609-GAC093N22B1_sp13-060.fits.gz,A[e],A1V," yes- nii, sii",Single Peak; peak above continuum,no,no,yes,yes,yes,yes,LAMOST J062238.86+225137.1,95.661936,22.860332,A2IV,2.14,26.63,54.78,68.06,49.11,06223887+2251371,14.156,13.915,13.642,0.031,0.039,0.034,AAA,222,0,J062238.86+225137.1,13.593,13.667,11.782,8.622,0.029,0.041,,,AAUU,,,,,,,1.35430956619533E+017,2.11010794773102,2.08270397386551,2.11010794773102,-2.32426531440018,-3.02460686193633,0.004667909854125,0.161164278770254,-0.074,1.885,0.049819674828325,0.051739733281106,,,,,,,LEMC 2077,LEMC 2077,3.37724614192133E+018,95.66193625766,0.4256,22.86034500853,0.404,-0.8667,0.4926,-1.7595,1.86,-1.155,0.477,-1.457,0.405,12.632,false,15.762783,16.24602,15.079389,1.255,1.166631,0.003097,0.005365,0.004527,6960.096,3487.857,11113.332,2162.5935,1619.9993,2950.903,,
